date,open,open,open,open,open,open,open,high,high,high,high,high,high,high,low,low,low,low,low,low,low,close,close,close,close,close,close,close,volume,volume,volume,volume,volume,volume,volume,sid
2020-01-02,299.96185270123607,,,,,,,301.2134763683978,,,,,,,299.02544795208075,,,,,,,301.1949157714844,,,,,,,59151200.0,,,,,,,1
2020-01-03,297.7553094565026,,,,,,,300.0545884148705,,,,,,,297.6996842496835,,,,,,,298.9142150878906,,,,,,,77709700.0,,,,,,,1
2020-01-06,297.1340706068842,,,,,,,300.13797270746016,,,,,,,297.01353991573654,,,,,,,300.0545349121094,,,,,,,55653900.0,,,,,,,1
2020-01-07,299.4797221772456,,,,,,,299.96184498710954,,,,,,,298.75656625604176,,,,,,,299.21087646484375,,,,,,,40496400.0,,,,,,,1
2020-01-08,299.40554462982266,,,,,,,302.0385744306047,,,,,,,299.155231237021,,,,,,,300.8055114746094,,,,,,,68296000.0,,,,,,,1
2020-01-09,302.39090241703354,,,,,,,302.9193701237404,,,,,,,301.7975292108521,,,,,,,302.8451843261719,,,,,,,48473300.0,,,,,,,1
2020-01-10,303.43856630929315,,,,,,,303.5961616198992,,,,,,,301.5008796222455,,,,,,,301.97369384765625,,,,,,,53029300.0,,,,,,,1
2020-01-13,302.6041338167335,,,,,,,304.05969756061086,,,,,,,302.16838423524933,,,,,,,304.0504455566406,,,,,,,47086800.0,,,,,,,1
2020-01-14,303.6054463659038,,,,,,,304.67163383027827,,,,,,,303.0213534323649,,,,,,,303.5869140625,,,,,,,62832800.0,,,,,,,1
2020-01-15,303.49419858273944,,,,,,,305.0424805913382,,,,,,,303.4107607763114,,,,,,,304.2729797363281,,,,,,,72056600.0,,,,,,,1
2020-01-16,305.672923223801,,,,,,,306.80401611328125,,,,,,,305.44114212590415,,,,,,,306.80401611328125,,,,,,,54050300.0,,,,,,,1
2020-01-17,307.52722155030955,,,,,,,307.97222322206403,,,,,,,306.73916003178357,,,,,,,307.7590026855469,,,,,,,95846000.0,,,,,,,1
2020-01-21,306.78552788491766,,,,,,,307.97224625433984,,,,,,,306.7113703652778,,,,,,,307.1563720703125,,,,,,,77742400.0,,,,,,,1
2020-01-22,308.02782677964075,,,,,,,308.68610552883285,,,,,,,307.03582509368584,,,,,,,307.19342041015625,,,,,,,48914900.0,,,,,,,1
2020-01-23,306.5350922696105,,,,,,,307.962871522679,,,,,,,305.4039995640655,,,,,,,307.545654296875,,,,,,,51963000.0,,,,,,,1
2020-01-24,308.2132278324604,,,,,,,308.2966656305312,,,,,,,303.50342018835545,,,,,,,304.8106689453125,,,,,,,87578400.0,,,,,,,1
2020-01-27,299.48908547195424,,,,,,,301.42677266583695,,,,,,,299.14605386592905,,,,,,,299.9248352050781,,,,,,,84062500.0,,,,,,,1
2020-01-28,301.37112564800043,,,,,,,303.9578112508608,,,,,,,300.01753162979446,,,,,,,303.0677795410156,,,,,,,63834000.0,,,,,,,1
2020-01-29,304.4491308956502,,,,,,,304.68091200775257,,,,,,,302.6134143021062,,,,,,,302.8173828125,,,,,,,53888900.0,,,,,,,1
2020-01-30,300.7220501330904,,,,,,,304.0133586562443,,,,,,,299.9618296450814,,,,,,,303.80010986328125,,,,,,,75491800.0,,,,,,,1
2020-01-31,303.1696569743899,,,,,,,303.32728056022256,,,,,,,297.35659759057313,,,,,,,298.2837219238281,,,,,,,113845600.0,,,,,,,1
2020-02-03,299.78569711180046,,,,,,,302.3909145575543,,,,,,,299.66516640610627,,,,,,,300.49957275390625,,,,,,,69083000.0,,,,,,,1
2020-02-04,304.16171520448836,,,,,,,305.9603388424483,,,,,,,303.8372159988291,,,,,,,305.0795593261719,,,,,,,62573200.0,,,,,,,1
2020-02-05,308.0556305853747,,,,,,,308.81587942426825,,,,,,,306.5722541013585,,,,,,,308.6026306152344,,,,,,,65951100.0,,,,,,,1
2020-02-06,309.5760857179438,,,,,,,309.83567939632974,,,,,,,308.5469630079782,,,,,,,309.6409912109375,,,,,,,50359700.0,,,,,,,1
2020-02-07,308.5656269541121,,,,,,,309.65034692963405,,,,,,,307.43453377080976,,,,,,,307.9908142089844,,,,,,,64139400.0,,,,,,,1
2020-02-10,307.0914763261181,,,,,,,310.3549445717682,,,,,,,307.0543834217369,,,,,,,310.2900390625,,,,,,,42070000.0,,,,,,,1
2020-02-11,311.66210395413384,,,,,,,312.4594172606482,,,,,,,310.2899498226212,,,,,,,310.82769775390625,,,,,,,54864500.0,,,,,,,1
2020-02-12,312.2832330519852,,,,,,,313.0434816894039,,,,,,,311.91238902925915,,,,,,,312.83026123046875,,,,,,,43992700.0,,,,,,,1
2020-02-13,311.3839909037277,,,,,,,313.47930112523284,,,,,,,311.10586489803745,,,,,,,312.4965515136719,,,,,,,54501900.0,,,,,,,1
2020-02-14,312.9138461132286,,,,,,,313.1178146656506,,,,,,,311.6993150990428,,,,,,,312.9972839355469,,,,,,,64582200.0,,,,,,,1
2020-02-18,311.986705286286,,,,,,,313.0621732074738,,,,,,,310.78142634138374,,,,,,,312.190673828125,,,,,,,57226200.0,,,,,,,1
2020-02-19,313.17341190309395,,,,,,,314.3693822097454,,,,,,,312.8860055540293,,,,,,,313.6833190917969,,,,,,,48814700.0,,,,,,,1
2020-02-20,313.12703081262896,,,,,,,313.9614655274482,,,,,,,309.3629074710407,,,,,,,312.3946228027344,,,,,,,74163400.0,,,,,,,1
2020-02-21,311.02242824641144,,,,,,,311.3376471518898,,,,,,,308.3430251094574,,,,,,,309.1774597167969,,,,,,,113788200.0,,,,,,,1
2020-02-24,299.5909926147371,,,,,,,309.2516130317988,,,,,,,297.82943361740735,,,,,,,298.9234619140625,,,,,,,161088400.0,,,,,,,1
2020-02-25,300.3327539964207,,,,,,,300.9539116522251,,,,,,,288.97547731330525,,,,,,,289.8655090332031,,,,,,,218913200.0,,,,,,,1
2020-02-26,291.2838804534073,,,,,,,294.9274718450983,,,,,,,288.05750627787023,,,,,,,288.7991943359375,,,,,,,194773800.0,,,,,,,1
2020-02-27,283.1994185799881,,,,,,,288.8548832240512,,,,,,,275.82879638671875,,,,,,,275.82879638671875,,,,,,,284353500.0,,,,,,,1
2020-02-28,267.6608329640057,,,,,,,276.18110869798824,,,,,,,264.731116384143,,,,,,,274.6698913574219,,,,,,,384975800.0,,,,,,,1
2020-03-02,276.4777622675633,,,,,,,286.62978587022843,,,,,,,273.00104573152623,,,,,,,286.56488037109375,,,,,,,238703600.0,,,,,,,1
2020-03-03,286.9450141305417,,,,,,,290.9687308042171,,,,,,,275.88442635371035,,,,,,,278.3598327636719,,,,,,,300139100.0,,,,,,,1
2020-03-04,283.81128050835054,,,,,,,290.2826181785141,,,,,,,281.2245958409201,,,,,,,290.0600891113281,,,,,,,176613400.0,,,,,,,1
2020-03-05,282.7544013117626,,,,,,,285.9900563178503,,,,,,,278.14659204867735,,,,,,,280.41802978515625,,,,,,,186366800.0,,,,,,,1
2020-03-06,271.7865660114753,,,,,,,277.00628194388554,,,,,,,269.07937807189853,,,,,,,275.782470703125,,,,,,,228667200.0,,,,,,,1
2020-03-09,255.23730176477125,,,,,,,263.4794501560849,,,,,,,253.52214448971725,,,,,,,254.24530029296875,,,,,,,309417300.0,,,,,,,1
2020-03-10,263.8967158436713,,,,,,,267.49393492689694,,,,,,,253.56853593613423,,,,,,,267.4012451171875,,,,,,,276444100.0,,,,,,,1
2020-03-11,260.2438385040221,,,,,,,261.3934637418837,,,,,,,251.13946982195947,,,,,,,254.3658447265625,,,,,,,255316300.0,,,,,,,1
2020-03-12,237.3438501778921,,,,,,,247.2269998344369,,,,,,,229.6301682566486,,,,,,,230.02883911132812,,,,,,,392220700.0,,,,,,,1
2020-03-13,243.91716556293562,,,,,,,251.69575319668994,,,,,,,230.40896982633384,,,,,,,249.6931610107422,,,,,,,329566100.0,,,,,,,1
2020-03-16,223.60383620910417,,,,,,,238.17823161878607,,,,,,,220.06222867092552,,,,,,,222.3707733154297,,,,,,,297240000.0,,,,,,,1
