Date,Open,High,Low,Close,Volume
2023-01-02,,,,,0
2023-01-03,4.7,4.7,4.7,4.7,0
2023-01-04,4.62,4.62,4.62,4.62,0
2023-01-05,4.58,4.58,4.58,4.58,0
2023-01-06,4.47,4.47,4.47,4.47,0
2023-01-09,4.37,4.37,4.37,4.37,0
2023-01-10,4.33,4.33,4.33,4.33,0
