Date,Open,High,Low,Close,Volume
2023-01-02,,,,,0
2023-01-03,3.79,3.79,3.79,3.79,0
2023-01-04,3.69,3.69,3.69,3.69,0
2023-01-05,3.71,3.71,3.71,3.71,0
2023-01-06,3.55,3.55,3.55,3.55,0
2023-01-09,3.53,3.53,3.53,3.53,0
2023-01-10,3.61,3.61,3.61,3.61,0
