Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2002-07-30,38.27933120727539,38.457770036624865,38.27933120727539,38.38733384517289,6100
2002-07-31,38.75358200073242,38.88036781035475,38.457754415833755,38.48123074842644,29400
2002-08-01,38.974300384521484,38.98369020588958,38.758298667716154,38.758298667716154,25000
2002-08-02,39.373435974121094,39.490828450837334,38.917952591256615,39.04943517450744,52800
2002-08-05,39.547210693359375,39.65051673113943,39.373468395044085,39.46268789722451,61100
2002-08-06,39.20907974243164,39.39690838584817,39.07760076680009,39.38282186453527,64900
2002-08-07,39.302982330322266,39.5095941440668,39.14333035245239,39.25602607698009,40300
2002-08-08,39.302982330322266,39.335852065915034,39.14333035245239,39.24663625932466,40900
2002-08-09,39.85710906982422,39.85710906982422,39.44388866872185,39.44388866872185,35900
2002-08-12,40.10124206542969,40.71168035799041,39.97915297390494,40.05428582485295,32100
2002-08-13,40.59431076049805,40.60370416340705,40.0871780619512,40.27969983118344,75400
2002-08-14,40.74928283691406,41.27520251126972,40.73519631053096,41.06859057089166,130000
2002-08-15,40.39239501953125,40.617790113237355,40.312569008596505,40.56144044417746,87100
2002-08-16,39.941612243652344,40.627183828202696,39.82891647726246,40.589620961095285,85000
2002-08-19,40.063720703125,40.0731105287893,39.77728265613397,39.936938352711444,47300
2002-08-20,40.50981140136719,40.5192048096916,40.19520029067558,40.204593699,40800
2002-08-21,40.293800354003906,40.42997608323357,40.20927761112117,40.23275754401879,40000
2002-08-22,39.941612243652344,40.171704060804544,39.941612243652344,40.171704060804544,34400
2002-08-23,40.336055755615234,40.35953210146097,40.00735467096817,40.00735467096817,20100
2002-08-26,40.37363815307617,40.48163726819445,40.22806898819191,40.24215551776946,23900
2002-08-27,40.12006759643555,40.232763409196515,40.00736820113928,40.101284363886165,301800
2002-08-28,40.32197189331055,40.46753742777898,40.3078817858321,40.40179792301683,18100
2002-08-29,40.645965576171875,40.78683796594107,40.547356336346915,40.73988169686257,135700
2002-08-30,40.89015579223633,40.91363214233218,40.5943244042438,40.73519683495784,78100
2002-09-03,41.518798828125,41.518798828125,41.028344621584544,41.06607269853707,102100
2002-09-04,41.50935745239258,41.64140569768467,41.42447109367821,41.51407436063971,66300
2002-09-05,41.735748291015625,41.806487567030885,41.20756577444394,41.76875947342954,648400
2002-09-06,41.24529266357422,41.58955521122228,41.12267816192504,41.48580475582289,140000
2002-09-09,41.18396759033203,41.419762659190525,41.15095642460973,41.264137050236585,83800
2002-09-10,41.38198471069336,41.49988210303152,41.028292533678886,41.10846189696254,336000
2002-09-11,41.165096282958984,41.16981319092833,40.910437221813126,41.02833473542066,177700
2002-09-12,41.48575210571289,41.565921502068775,41.24995722376426,41.25467412882765,43400
2002-09-13,41.86775588989258,41.94321201017636,41.58480263472011,41.655541847999686,155100
2002-09-16,41.9384765625,42.07523802159379,41.92432944568758,42.06580421175601,73000
2002-09-17,42.0186882019043,42.122438626764826,41.669712443876215,41.801757130808575,75400
2002-09-18,42.02810287475586,42.23560003200092,41.980940995524215,42.046966906859275,196600
2002-09-19,42.31104278564453,42.334620119861185,42.09411188194779,42.301608973601795,109900
2002-09-20,42.112972259521484,42.216718997387574,41.9997881124852,42.18370785398818,113500
2002-09-23,42.49025344848633,42.556275753142685,42.334627902676736,42.44309517343832,163200
2002-09-24,42.76382064819336,42.886435168313426,42.54217256880497,42.58461757874824,251900
2002-09-25,42.245033264160156,42.61287289023591,42.09412460736122,42.4902584822286,127200
2002-09-26,42.145999908447266,42.22145243807594,41.787590498359,41.995091251243714,429000
2002-09-27,42.46194839477539,42.46194839477539,42.19785924337127,42.22143657592101,298200
2002-09-30,42.6317253112793,42.86752024818024,42.48081669558051,42.75433968589245,297800
2002-10-01,42.10295486450195,42.27337412504572,42.03668110891814,42.2071003694619,257500
2002-10-02,42.344398498535156,42.35860311978153,42.05563259791671,42.2449878197133,91000
2002-10-03,42.240234375,42.372781877154665,42.036678250505744,42.273371250538666,29900
2002-10-04,42.372779846191406,42.47219046804257,41.84732112237212,41.84732112237212,131000
2002-10-07,42.44380569458008,42.58581937845227,42.3491262936821,42.557417364007804,433800
2002-10-08,42.4579963684082,42.850904048647244,42.3017781036842,42.36805186235821,530900
2002-10-09,42.67575454711914,42.7846313197116,42.58107516698541,42.746763179307166,402900
2002-10-10,42.33964920043945,42.685218992234475,42.26390569932612,42.685218992234475,97100
2002-10-11,41.83785629272461,42.23550243846757,41.686372906643676,42.178694814318916,421800
2002-10-14,41.776329040527344,41.91834633461683,41.69111938640362,41.89467558171864,18300
2002-10-15,40.786964416503906,41.326624497331814,40.78222954234906,41.18460716589257,297100
2002-10-16,40.805877685546875,40.99523283539505,40.65912915994785,40.99523283539505,125200
2002-10-17,40.30883026123047,40.50291669921436,40.2709585034996,40.30409538860171,233400
2002-10-18,40.41297149658203,40.42243762918447,39.89697878434307,40.24728347702093,459100
2002-10-21,40.020076751708984,40.5218650553776,40.00114086701291,40.47452714946276,134900
2002-10-22,39.90646743774414,40.166827741645584,39.8685956660909,40.166827741645584,205000
2002-10-23,39.9206657409668,40.33250949189063,39.84965707684696,40.119487111181805,127800
2002-10-24,40.2709846496582,40.35619435405072,39.80233308132532,39.84020486364465,339600
2002-10-25,40.41769027709961,40.502899890807896,40.30881353336842,40.40348927675625,146100
2002-10-28,40.36092758178711,40.54081312298115,40.33252194038146,40.50294134220815,97800
2002-10-29,40.886375427246094,41.132534710483604,40.602340762120996,40.626011521431685,125000
2002-10-30,40.87216567993164,41.03311887743154,40.74435298597172,40.88637030072749,31900
2002-10-31,41.056785583496094,41.118324487605896,40.720678212508,40.73488283190255,512700
2002-11-01,40.88509750366211,41.336838796295254,40.53796727266726,41.0372633354046,125100
2002-11-04,40.704429626464844,40.77575820897464,40.537998685890244,40.64736966279493,342500
2002-11-05,40.547489166259766,40.70441125135784,40.4618956314718,40.70441125135784,73800
2002-11-06,40.70915603637695,40.95642416311521,40.37629439886012,40.442866726363484,118500
2002-11-07,41.71730422973633,41.71730422973633,41.298844979591536,41.39395100368075,147900
2002-11-08,42.054908752441406,42.15476732426183,41.82190179027106,42.03588755381999,294700
2002-11-11,42.28312683105469,42.28312683105469,42.03585867469773,42.10718721354384,70000
2002-11-12,42.04062271118164,42.39250563968725,42.02160152208392,42.39250563968725,494300
2002-11-13,42.13097381591797,42.17377240343857,41.82664201014082,42.05964525533117,104700
2002-11-14,41.25605010986328,41.679261941502354,41.25605010986328,41.679261941502354,118000
2002-11-15,41.42245101928711,41.47951459244341,41.01826068621339,41.15140539565685,110700
2002-11-18,41.6078987121582,41.669714855621905,41.35111810189838,41.37964807150919,32200
2002-11-19,41.76005935668945,41.95502379902202,41.61264969496901,41.82187549239665,51800
2002-11-20,41.351104736328125,41.950259299941344,41.27977620743518,41.940746894531785,307400
2002-11-21,40.95167922973633,41.132375062688695,40.82804332933712,41.132375062688695,323200
2002-11-22,40.91364288330078,41.080073757632704,40.83755812479421,41.05154378715322,184800
2002-11-25,40.837528228759766,41.075287483154334,40.79948950527455,40.89459175586506,288200
2002-11-26,41.351104736328125,41.37963469671743,40.96593575939375,40.98970951707828,377800
2002-11-27,40.41911315917969,41.05155427107752,40.40009196469533,41.0135118821088,325600
2002-11-29,40.68064880371094,40.718687563593875,40.485684287153106,40.49519669806518,31700
2002-12-02,40.71839141845703,40.794823749585994,40.197709829493974,40.29802453073013,284900
2002-12-03,40.77570724487305,40.9381204482356,40.661062416352806,40.9381204482356,113800
2002-12-04,40.985870361328125,41.081407059483844,40.866447666387764,41.03363871040598,129000
2002-12-05,41.09099578857422,41.21519652214548,40.7279530973577,40.73750531786565,206400
2002-12-06,41.162635803222656,41.60211068279362,40.96678437309591,41.55912023879997,440500
