Price,Close,High,Low,Open,Volume
Ticker,SSO,SSO,SSO,SSO,SSO
Date,,,,,
2006-06-21,7.378536701202393,7.410527307683052,7.308363173809829,7.314554700915655,2218400
2006-06-22,7.300107955932617,7.33519511654304,7.250574159845012,7.33519511654304,1092800
2006-06-23,7.299081325531006,7.366158352059567,7.237162859003092,7.2567704258919985,356800
2006-06-26,7.3413872718811035,7.344483035985567,7.276373863710682,7.3011407638719525,301600
2006-06-27,7.211363315582275,7.365126500695935,7.211363315582275,7.365126500695935,917600
2006-06-28,7.275341033935547,7.295979984349849,7.192783657627359,7.23303016206309,340800
2006-06-29,7.58389949798584,7.58389949798584,7.367187321681511,7.378538983103107,534400
2006-06-30,7.579771518707275,7.646849303018757,7.579771518707275,7.637562009525579,724800
2006-07-03,7.682966709136963,7.682966709136963,7.611761774449744,7.6210490665424295,227200
2006-07-05,7.580805778503418,7.61279640350747,7.52198387496242,7.600413342125709,592000
2006-07-06,7.604538440704346,7.658200190334222,7.580802936411436,7.6055698372155645,932800
2006-07-07,7.516823768615723,7.613828615531725,7.479673797008914,7.548815181062462,568800
2006-07-10,7.530237197875977,7.608666638207192,7.502373744647831,7.579771001108402,576000
2006-07-11,7.594219207763672,7.599379340322484,7.437361098279466,7.497215171728653,1540000
2006-07-12,7.444585800170898,7.58906087042258,7.413626575357755,7.585965105406424,1025600
2006-07-13,7.2196173667907715,7.380603439025788,7.214458021103557,7.34448486991226,1390400
2006-07-14,7.154602527618408,7.218583755303214,7.068949375425185,7.1969126181203995,1208800
2006-07-17,7.147381782531738,7.2031079244195055,7.099911540329403,7.164924978868833,455200
2006-07-18,7.158732891082764,7.290824126474128,7.028705236789323,7.197947230550241,1639200
2006-07-19,7.40433931350708,7.450777363609211,7.222713487595614,7.223745671714225,1752000
2006-07-20,7.317657470703125,7.481739377055826,7.301145667954478,7.4714198940009675,922400
2006-07-21,7.202075481414795,7.286696481835891,7.173180620879674,7.254705855861422,1027200
2006-07-24,7.430140495300293,7.44458792772174,7.272250135747325,7.272250135747325,1067200
2006-07-25,7.524049282073975,7.56326362740606,7.381637757917379,7.415692756070129,1371200
2006-07-26,7.538495063781738,7.589061064096249,7.444585990157548,7.475545215760774,1105600
2006-07-27,7.4662556648254395,7.61589084271249,7.436328629248029,7.594218916656775,1432000
2006-07-28,7.636532783508301,7.663364065090817,7.498250000209884,7.503409347262622,903200
2006-07-31,7.615889072418213,7.636528022413465,7.586993440169196,7.636528022413465,454400
2006-08-01,7.547783374786377,7.590094269649588,7.476577618712155,7.533335944180871,418400
2006-08-02,7.605573654174805,7.693291215836663,7.586998272418008,7.6231176389027615,586400
2006-08-03,7.6437530517578125,7.700511355020553,7.533332996858527,7.533332996858527,720800
2006-08-04,7.641689777374268,7.817123251588573,7.574611994647983,7.811963119330534,1376800
2006-08-07,7.599379062652588,7.631369678836405,7.564292681976874,7.595251114221505,392800
2006-08-08,7.537460803985596,7.671615574229319,7.504438006521307,7.657168149546543,461600
2006-08-09,7.479671955108643,7.684000291595842,7.471416057973121,7.606603027433121,557600
2006-08-10,7.545718193054199,7.559133436535012,7.431170169459896,7.461097208602401,1295200
2006-08-11,7.491021156311035,7.53333202918572,7.440455175470383,7.53333202918572,975200
2006-08-14,7.516823768615723,7.714961412032014,7.4951526237926345,7.583901571540068,772800
2006-08-15,7.7015461921691895,7.719090176586139,7.613829419388294,7.633436985152316,675200
2006-08-16,7.830537796020508,7.843953823766668,7.746949014696889,7.755204910644439,896000
2006-08-17,7.862531661987305,7.9038095800203,7.809901292971671,7.828476671016847,1523200
2006-08-18,7.894527912139893,7.91516688586853,7.810939045014618,7.888336377486578,665600
2006-08-21,7.857370853424072,7.878009810667162,7.832603947267212,7.842923425888758,324800
2006-08-22,7.870789051055908,7.911036371239806,7.817127269687455,7.849117901619068,556800
2006-08-23,7.799577236175537,7.904837125107789,7.756234975281395,7.881102414900435,498400
2006-08-24,7.8284759521484375,7.853242858159118,7.778941352801329,7.853242858159118,704000
2006-08-25,7.842926025390625,7.878012421798255,7.799583728419077,7.8160947422208995,317600
2006-08-28,7.910000801086426,7.937863470628902,7.8129959750390805,7.8346671152000535,555200
2006-08-29,7.947153091430664,7.9492166725156554,7.829509286439633,7.903810015387235,473600
2006-08-30,7.94611930847168,7.977078529798604,7.824347578485189,7.977078529798604,235200
2006-08-31,7.939927101135254,7.956438107060867,7.91515941125838,7.920319543480805,222400
2006-09-01,8.020418167114258,8.028674061724596,7.948180270261973,7.971915770435332,452800
2006-09-05,8.034868240356445,8.061699513031073,7.989461592341798,8.015260681018175,492000
2006-09-06,7.894527912139893,7.990500635898178,7.873888938411255,7.990500635898178,451200
2006-09-07,7.815060615539551,7.8934892815255555,7.785133576942627,7.823315725894152,508800
2006-09-08,7.870789051055908,7.8852372713398475,7.809903553208508,7.835702653108466,451200
2006-09-11,7.868724346160889,7.916194588720911,7.768623726867086,7.823317684874809,262400
2006-09-12,8.022483825683594,8.035899854732769,7.8893604430708155,7.8893604430708155,537600
2006-09-13,8.10091495513916,8.113298802839086,8.012166014937558,8.043125240524466,318400
2006-09-14,8.061699867248535,8.08130664012259,8.031772828589911,8.074082926468835,401600
2006-09-15,8.130839347839355,8.193789175320257,8.099880132337892,8.16799009151089,499200
2006-09-18,8.12980842590332,8.17211930783423,8.093689860429178,8.115360999713664,272000
2006-09-19,8.077178001403809,8.13290412511282,8.005973054991465,8.10710503750637,802400
2006-09-20,8.175215721130371,8.202046995037033,8.131873439122044,8.177279301895927,620800
2006-09-21,8.086469650268555,8.214432960805404,8.055510416550694,8.214432960805404,412800
2006-09-22,8.042092323303223,8.085434605313354,7.991526327624737,8.085434605313354,280000
2006-09-25,8.191728591918945,8.221655637441811,8.01216710610767,8.113299907782386,654400
2006-09-26,8.299049377441406,8.30524169315088,8.180373430354809,8.19791740631847,611200
2006-09-27,8.319693565368652,8.348588429708334,8.274286900077149,8.322789331215617,697600
2006-09-28,8.346522331237793,8.406376416295297,8.281508899946543,8.364066312944882,712000
2006-09-29,8.312467575073242,8.355809859724737,8.303179492747471,8.343426012398972,377600
2006-10-02,8.243325233459473,8.33104277230059,8.229909989640909,8.304211497337691,360000
2006-10-03,8.27325439453125,8.328980539591436,8.191729151979828,8.240231581235507,382400
2006-10-04,8.467257499694824,8.478609156712835,8.239192963115055,8.27634369747848,836800
2006-10-05,8.5075101852417,8.530213515790818,8.45694338999105,8.493062754406065,552000
2006-10-06,8.48274040222168,8.486868351064345,8.413599030589932,8.43217440671906,1311200
2006-10-09,8.490997314453125,8.510604876967163,8.433207598402275,8.456942322926375,327200
2006-10-10,8.51679801940918,8.530214054121746,8.461071873815245,8.488935340275203,330400
2006-10-11,8.48274040222168,8.524019103322603,8.397088022545004,8.457973496491421,449600
2006-10-12,8.634443283081055,8.645794950966442,8.51886380981327,8.54053496105098,1201600
2006-10-13,8.674684524536133,8.681908237206247,8.601415213931922,8.616894823175208,475200
2006-10-16,8.701517105102539,8.720092481526633,8.649918924738477,8.650951108796967,491200
2006-10-17,8.631346702575684,8.673657603852778,8.54982145332858,8.63753823453778,1292800
2006-10-18,8.656110763549805,8.750019833082275,8.595225286462336,8.748987648986924,1198400
2006-10-19,8.671589851379395,8.690165227343723,8.613800142746253,8.631343334677638,637600
2006-10-20,8.68397331237793,8.740730834459066,8.619991289712564,8.678813179767964,420000
2006-10-23,8.7644681930542,8.797491001684792,8.625153243747825,8.637536304905632,1020800
2006-10-24,8.80368423461914,8.80368423461914,8.733510654294038,8.771693604007673,426400
2006-10-25,8.853219032287598,8.873857996848521,8.776853918620944,8.80368441508494,727200
2006-10-26,8.929579734802246,8.949187292577344,8.82122404339533,8.918228073703572,1075200
2006-10-27,8.811939239501953,8.915135624353669,8.773756293669482,8.85115358230827,857600
2006-10-30,8.800589561462402,8.838772515917048,8.74486340657972,8.766534557813078,740800
2006-10-31,8.77169132232666,8.83773693517929,8.722156719024284,8.833608985960275,1000000
2006-11-01,8.667461395263672,8.851150776089662,8.645790255794664,8.844959246905855,1011200
2006-11-02,8.660235404968262,8.676747194884351,8.59728558373276,8.622053268606892,893600
2006-11-03,8.60657787322998,8.720093728802473,8.585938125736705,8.720093728802473,1048800
2006-11-06,8.816067695617676,8.842898977671108,8.670560406704885,8.689135788537879,832000
2006-11-07,8.862503051757812,8.941964689307877,8.809873475398186,8.818128585773238,916800
2006-11-08,8.92029094696045,8.936801950221273,8.756208374142162,8.787167587828785,822400
2006-11-09,8.818129539489746,8.939901288106427,8.79026686589329,8.931646176838552,863200
2006-11-10,8.833605766296387,8.839798081530846,8.768592361275985,8.830510002341919,448000
2006-11-13,8.869726181030273,8.924420909200128,8.80368057842686,8.807808527005285,656000
2006-11-14,8.995628356933594,9.016268105561538,8.812971108700246,8.931647104501732,1332800
2006-11-15,9.059609413146973,9.106047464698028,8.993563799359517,8.993563799359517,1444800
2006-11-16,9.098823547363281,9.140102251891259,9.068896506263643,9.092632017248116,1334400
2006-11-17,9.096756935119629,9.09985269914561,9.014199553574285,9.014199553574285,460000
2006-11-20,9.091597557067871,9.132876251261859,9.058574759177802,9.07199078750307,738400
2006-11-21,9.119462966918945,9.122558731865736,9.086440161943559,9.101918986677509,336800
2006-11-22,9.158675193786621,9.183442094986258,9.110172787915037,9.141132004908778,325600
2006-11-24,9.086441993713379,9.14423171723891,9.070962378533059,9.070962378533059,67200
2006-11-27,8.843929290771484,9.066833845447722,8.814003033960695,9.054449996634858,2216800
2006-11-28,8.898621559143066,8.905845272111252,8.785104944892048,8.827415826081184,1331200
2006-11-29,9.058577537536621,9.08128086567294,8.961572694527206,8.978084492199383,430400
2006-11-30,9.06579875946045,9.132876541239765,8.985305736255523,9.087469897452111,1800800
2006-12-01,9.024518966674805,9.096756871855987,8.880044730963512,9.07095778871818,1316800
2006-12-04,9.168996810913086,9.188604372075027,9.065800446609448,9.074056344711925,284800
2006-12-05,9.24329662322998,9.255680468111517,9.168995128592025,9.199954347133051,805600
2006-12-06,9.216465950012207,9.254648883709491,9.199954943092898,9.225754031106437,430400
2006-12-07,9.15145492553711,9.294897829428816,9.15145492553711,9.281482583589797,528000
2006-12-08,9.17003059387207,9.234012634333363,9.102952787914024,9.174158543643049,863200
2006-12-11,9.217496871948242,9.246391720595089,9.174154598977973,9.1947935516327,423200
