Date,ticker,Open,Close,High,Low,Volume
2002-05-21,BAMLH0A0HYM2,7.11,7.11,7.11,7.11,0
2002-05-22,BAMLH0A0HYM2,7.15,7.15,7.15,7.15,0
2002-05-23,BAMLH0A0HYM2,7.1,7.1,7.1,7.1,0
2002-05-24,BAMLH0A0HYM2,7.08,7.08,7.08,7.08,0
2002-05-27,BAMLH0A0HYM2,7.08,7.08,7.08,7.08,0
2002-05-28,BAMLH0A0HYM2,7.09,7.09,7.09,7.09,0
2002-05-29,BAMLH0A0HYM2,7.16,7.16,7.16,7.16,0
2002-05-30,BAMLH0A0HYM2,7.22,7.22,7.22,7.22,0
2002-05-31,BAMLH0A0HYM2,7.28,7.28,7.28,7.28,0
2002-06-03,BAMLH0A0HYM2,7.27,7.27,7.27,7.27,0
2002-06-04,BAMLH0A0HYM2,7.35,7.35,7.35,7.35,0
2002-06-05,BAMLH0A0HYM2,7.31,7.31,7.31,7.31,0
2002-06-06,BAMLH0A0HYM2,7.35,7.35,7.35,7.35,0
2002-06-07,BAMLH0A0HYM2,7.41,7.41,7.41,7.41,0
2002-06-10,BAMLH0A0HYM2,7.48,7.48,7.48,7.48,0
2002-06-11,BAMLH0A0HYM2,7.57,7.57,7.57,7.57,0
2002-06-12,BAMLH0A0HYM2,7.7,7.7,7.7,7.7,0
2002-06-13,BAMLH0A0HYM2,7.75,7.75,7.75,7.75,0
2002-06-14,BAMLH0A0HYM2,7.9,7.9,7.9,7.9,0
2002-06-17,BAMLH0A0HYM2,7.85,7.85,7.85,7.85,0
2002-06-18,BAMLH0A0HYM2,7.85,7.85,7.85,7.85,0
2002-06-19,BAMLH0A0HYM2,7.97,7.97,7.97,7.97,0
2002-06-20,BAMLH0A0HYM2,7.95,7.95,7.95,7.95,0
2002-06-21,BAMLH0A0HYM2,8.14,8.14,8.14,8.14,0
2002-06-24,BAMLH0A0HYM2,8.19,8.19,8.19,8.19,0
2002-06-25,BAMLH0A0HYM2,8.27,8.27,8.27,8.27,0
2002-06-26,BAMLH0A0HYM2,9.06,9.06,9.06,9.06,0
2002-06-27,BAMLH0A0HYM2,9.14,9.14,9.14,9.14,0
2002-06-28,BAMLH0A0HYM2,9.23,9.23,9.23,9.23,0
2002-06-30,BAMLH0A0HYM2,8.75,8.75,8.75,8.75,0
2002-07-01,BAMLH0A0HYM2,8.69,8.69,8.69,8.69,0
2002-07-02,BAMLH0A0HYM2,8.93,8.93,8.93,8.93,0
2002-07-03,BAMLH0A0HYM2,9.02,9.02,9.02,9.02,0
2002-07-04,BAMLH0A0HYM2,9.02,9.02,9.02,9.02,0
2002-07-05,BAMLH0A0HYM2,8.96,8.96,8.96,8.96,0
2002-07-08,BAMLH0A0HYM2,8.99,8.99,8.99,8.99,0
2002-07-09,BAMLH0A0HYM2,8.98,8.98,8.98,8.98,0
2002-07-10,BAMLH0A0HYM2,9.06,9.06,9.06,9.06,0
2002-07-11,BAMLH0A0HYM2,9.26,9.26,9.26,9.26,0
2002-07-12,BAMLH0A0HYM2,9.26,9.26,9.26,9.26,0
2002-07-15,BAMLH0A0HYM2,9.19,9.19,9.19,9.19,0
2002-07-16,BAMLH0A0HYM2,9.13,9.13,9.13,9.13,0
2002-07-17,BAMLH0A0HYM2,9.19,9.19,9.19,9.19,0
2002-07-18,BAMLH0A0HYM2,9.26,9.26,9.26,9.26,0
2002-07-19,BAMLH0A0HYM2,9.37,9.37,9.37,9.37,0
2002-07-22,BAMLH0A0HYM2,9.49,9.49,9.49,9.49,0
2002-07-23,BAMLH0A0HYM2,9.71,9.71,9.71,9.71,0
2002-07-24,BAMLH0A0HYM2,9.96,9.96,9.96,9.96,0
2002-07-25,BAMLH0A0HYM2,9.98,9.98,9.98,9.98,0
2002-07-26,BAMLH0A0HYM2,10.13,10.13,10.13,10.13,0
2002-07-29,BAMLH0A0HYM2,10.01,10.01,10.01,10.01,0
2002-07-30,BAMLH0A0HYM2,9.99,9.99,9.99,9.99,0
2002-07-31,BAMLH0A0HYM2,9.71,9.71,9.71,9.71,0
2002-08-01,BAMLH0A0HYM2,9.54,9.54,9.54,9.54,0
2002-08-02,BAMLH0A0HYM2,9.76,9.76,9.76,9.76,0
2002-08-05,BAMLH0A0HYM2,9.91,9.91,9.91,9.91,0
2002-08-06,BAMLH0A0HYM2,9.81,9.81,9.81,9.81,0
2002-08-07,BAMLH0A0HYM2,9.89,9.89,9.89,9.89,0
2002-08-08,BAMLH0A0HYM2,9.85,9.85,9.85,9.85,0
2002-08-09,BAMLH0A0HYM2,9.92,9.92,9.92,9.92,0
2002-08-12,BAMLH0A0HYM2,10.0,10.0,10.0,10.0,0
2002-08-13,BAMLH0A0HYM2,10.15,10.15,10.15,10.15,0
2002-08-14,BAMLH0A0HYM2,10.2,10.2,10.2,10.2,0
2002-08-15,BAMLH0A0HYM2,10.01,10.01,10.01,10.01,0
2002-08-16,BAMLH0A0HYM2,9.93,9.93,9.93,9.93,0
2002-08-19,BAMLH0A0HYM2,9.93,9.93,9.93,9.93,0
2002-08-20,BAMLH0A0HYM2,9.94,9.94,9.94,9.94,0
2002-08-21,BAMLH0A0HYM2,9.88,9.88,9.88,9.88,0
2002-08-22,BAMLH0A0HYM2,9.65,9.65,9.65,9.65,0
2002-08-23,BAMLH0A0HYM2,9.62,9.62,9.62,9.62,0
2002-08-26,BAMLH0A0HYM2,9.55,9.55,9.55,9.55,0
2002-08-27,BAMLH0A0HYM2,9.44,9.44,9.44,9.44,0
2002-08-28,BAMLH0A0HYM2,9.48,9.48,9.48,9.48,0
2002-08-29,BAMLH0A0HYM2,9.51,9.51,9.51,9.51,0
2002-08-30,BAMLH0A0HYM2,9.5,9.5,9.5,9.5,0
2002-08-31,BAMLH0A0HYM2,9.61,9.61,9.61,9.61,0
2002-09-02,BAMLH0A0HYM2,9.6,9.6,9.6,9.6,0
2002-09-03,BAMLH0A0HYM2,9.76,9.76,9.76,9.76,0
2002-09-04,BAMLH0A0HYM2,9.75,9.75,9.75,9.75,0
2002-09-05,BAMLH0A0HYM2,9.82,9.82,9.82,9.82,0
2002-09-06,BAMLH0A0HYM2,9.69,9.69,9.69,9.69,0
2002-09-09,BAMLH0A0HYM2,9.69,9.69,9.69,9.69,0
2002-09-10,BAMLH0A0HYM2,9.7,9.7,9.7,9.7,0
2002-09-11,BAMLH0A0HYM2,9.59,9.59,9.59,9.59,0
2002-09-12,BAMLH0A0HYM2,9.63,9.63,9.63,9.63,0
2002-09-13,BAMLH0A0HYM2,9.65,9.65,9.65,9.65,0
2002-09-16,BAMLH0A0HYM2,9.61,9.61,9.61,9.61,0
2002-09-17,BAMLH0A0HYM2,9.6,9.6,9.6,9.6,0
2002-09-18,BAMLH0A0HYM2,9.65,9.65,9.65,9.65,0
2002-09-19,BAMLH0A0HYM2,9.82,9.82,9.82,9.82,0
2002-09-20,BAMLH0A0HYM2,9.92,9.92,9.92,9.92,0
2002-09-23,BAMLH0A0HYM2,10.12,10.12,10.12,10.12,0
2002-09-24,BAMLH0A0HYM2,10.26,10.26,10.26,10.26,0
2002-09-25,BAMLH0A0HYM2,10.18,10.18,10.18,10.18,0
2002-09-26,BAMLH0A0HYM2,10.17,10.17,10.17,10.17,0
2002-09-27,BAMLH0A0HYM2,10.3,10.3,10.3,10.3,0
2002-09-30,BAMLH0A0HYM2,10.33,10.33,10.33,10.33,0
2002-10-01,BAMLH0A0HYM2,10.21,10.21,10.21,10.21,0
2002-10-02,BAMLH0A0HYM2,10.34,10.34,10.34,10.34,0
2002-10-03,BAMLH0A0HYM2,10.48,10.48,10.48,10.48,0
2002-10-04,BAMLH0A0HYM2,10.55,10.55,10.55,10.55,0
2002-10-07,BAMLH0A0HYM2,10.71,10.71,10.71,10.71,0
2002-10-08,BAMLH0A0HYM2,10.87,10.87,10.87,10.87,0
2002-10-09,BAMLH0A0HYM2,11.17,11.17,11.17,11.17,0
2002-10-10,BAMLH0A0HYM2,11.2,11.2,11.2,11.2,0
2002-10-11,BAMLH0A0HYM2,11.07,11.07,11.07,11.07,0
2002-10-14,BAMLH0A0HYM2,11.09,11.09,11.09,11.09,0
2002-10-15,BAMLH0A0HYM2,10.73,10.73,10.73,10.73,0
2002-10-16,BAMLH0A0HYM2,10.73,10.73,10.73,10.73,0
2002-10-17,BAMLH0A0HYM2,10.64,10.64,10.64,10.64,0
2002-10-18,BAMLH0A0HYM2,10.65,10.65,10.65,10.65,0
2002-10-21,BAMLH0A0HYM2,10.54,10.54,10.54,10.54,0
2002-10-22,BAMLH0A0HYM2,10.53,10.53,10.53,10.53,0
2002-10-23,BAMLH0A0HYM2,10.54,10.54,10.54,10.54,0
2002-10-24,BAMLH0A0HYM2,10.53,10.53,10.53,10.53,0
2002-10-25,BAMLH0A0HYM2,10.57,10.57,10.57,10.57,0
2002-10-28,BAMLH0A0HYM2,10.55,10.55,10.55,10.55,0
2002-10-29,BAMLH0A0HYM2,10.67,10.67,10.67,10.67,0
2002-10-30,BAMLH0A0HYM2,10.62,10.62,10.62,10.62,0
2002-10-31,BAMLH0A0HYM2,10.59,10.59,10.59,10.59,0
2002-11-01,BAMLH0A0HYM2,10.47,10.47,10.47,10.47,0
2002-11-04,BAMLH0A0HYM2,10.3,10.3,10.3,10.3,0
2002-11-05,BAMLH0A0HYM2,10.19,10.19,10.19,10.19,0
2002-11-06,BAMLH0A0HYM2,10.1,10.1,10.1,10.1,0
2002-11-07,BAMLH0A0HYM2,10.12,10.12,10.12,10.12,0
2002-11-08,BAMLH0A0HYM2,10.16,10.16,10.16,10.16,0
2002-11-11,BAMLH0A0HYM2,10.18,10.18,10.18,10.18,0
2002-11-12,BAMLH0A0HYM2,10.15,10.15,10.15,10.15,0
2002-11-13,BAMLH0A0HYM2,10.11,10.11,10.11,10.11,0
2002-11-14,BAMLH0A0HYM2,9.94,9.94,9.94,9.94,0
2002-11-15,BAMLH0A0HYM2,9.78,9.78,9.78,9.78,0
2002-11-18,BAMLH0A0HYM2,9.7,9.7,9.7,9.7,0
2002-11-19,BAMLH0A0HYM2,9.61,9.61,9.61,9.61,0
2002-11-20,BAMLH0A0HYM2,9.39,9.39,9.39,9.39,0
2002-11-21,BAMLH0A0HYM2,9.15,9.15,9.15,9.15,0
2002-11-22,BAMLH0A0HYM2,9.04,9.04,9.04,9.04,0
2002-11-25,BAMLH0A0HYM2,9.01,9.01,9.01,9.01,0
2002-11-26,BAMLH0A0HYM2,9.14,9.14,9.14,9.14,0
2002-11-27,BAMLH0A0HYM2,8.94,8.94,8.94,8.94,0
2002-11-28,BAMLH0A0HYM2,8.94,8.94,8.94,8.94,0
2002-11-29,BAMLH0A0HYM2,9.01,9.01,9.01,9.01,0
2002-11-30,BAMLH0A0HYM2,8.83,8.83,8.83,8.83,0
2002-12-02,BAMLH0A0HYM2,8.67,8.67,8.67,8.67,0
2002-12-03,BAMLH0A0HYM2,8.67,8.67,8.67,8.67,0
2002-12-04,BAMLH0A0HYM2,8.81,8.81,8.81,8.81,0
2002-12-05,BAMLH0A0HYM2,8.89,8.89,8.89,8.89,0
2002-12-06,BAMLH0A0HYM2,9.0,9.0,9.0,9.0,0
2002-12-09,BAMLH0A0HYM2,9.08,9.08,9.08,9.08,0
2002-12-10,BAMLH0A0HYM2,9.05,9.05,9.05,9.05,0
2002-12-11,BAMLH0A0HYM2,9.09,9.09,9.09,9.09,0
2002-12-12,BAMLH0A0HYM2,9.06,9.06,9.06,9.06,0
2002-12-13,BAMLH0A0HYM2,8.99,8.99,8.99,8.99,0
2002-12-16,BAMLH0A0HYM2,8.88,8.88,8.88,8.88,0
2002-12-17,BAMLH0A0HYM2,8.9,8.9,8.9,8.9,0
2002-12-18,BAMLH0A0HYM2,8.94,8.94,8.94,8.94,0
2002-12-19,BAMLH0A0HYM2,9.03,9.03,9.03,9.03,0
2002-12-20,BAMLH0A0HYM2,8.99,8.99,8.99,8.99,0
2002-12-23,BAMLH0A0HYM2,9.0,9.0,9.0,9.0,0
2002-12-24,BAMLH0A0HYM2,9.01,9.01,9.01,9.01,0
2002-12-25,BAMLH0A0HYM2,,,,,0
2002-12-26,BAMLH0A0HYM2,9.02,9.02,9.02,9.02,0
2002-12-27,BAMLH0A0HYM2,9.11,9.11,9.11,9.11,0
2002-12-30,BAMLH0A0HYM2,9.13,9.13,9.13,9.13,0
2002-12-31,BAMLH0A0HYM2,8.9,8.9,8.9,8.9,0
2003-01-01,BAMLH0A0HYM2,,,,,0
2003-01-02,BAMLH0A0HYM2,8.65,8.65,8.65,8.65,0
2003-01-03,BAMLH0A0HYM2,8.57,8.57,8.57,8.57,0
2003-01-06,BAMLH0A0HYM2,8.41,8.41,8.41,8.41,0
2003-01-07,BAMLH0A0HYM2,8.26,8.26,8.26,8.26,0
2003-01-08,BAMLH0A0HYM2,8.18,8.18,8.18,8.18,0
2003-01-09,BAMLH0A0HYM2,7.95,7.95,7.95,7.95,0
2003-01-10,BAMLH0A0HYM2,7.92,7.92,7.92,7.92,0
2003-01-13,BAMLH0A0HYM2,7.92,7.92,7.92,7.92,0
2003-01-14,BAMLH0A0HYM2,7.96,7.96,7.96,7.96,0
2003-01-15,BAMLH0A0HYM2,7.96,7.96,7.96,7.96,0
2003-01-16,BAMLH0A0HYM2,7.99,7.99,7.99,7.99,0
2003-01-17,BAMLH0A0HYM2,8.1,8.1,8.1,8.1,0
2003-01-20,BAMLH0A0HYM2,8.11,8.11,8.11,8.11,0
2003-01-21,BAMLH0A0HYM2,8.12,8.12,8.12,8.12,0
2003-01-22,BAMLH0A0HYM2,8.23,8.23,8.23,8.23,0
2003-01-23,BAMLH0A0HYM2,8.16,8.16,8.16,8.16,0
2003-01-24,BAMLH0A0HYM2,8.21,8.21,8.21,8.21,0
2003-01-27,BAMLH0A0HYM2,8.29,8.29,8.29,8.29,0
2003-01-28,BAMLH0A0HYM2,8.25,8.25,8.25,8.25,0
2003-01-29,BAMLH0A0HYM2,8.24,8.24,8.24,8.24,0
2003-01-30,BAMLH0A0HYM2,8.25,8.25,8.25,8.25,0
2003-01-31,BAMLH0A0HYM2,8.29,8.29,8.29,8.29,0
2003-02-03,BAMLH0A0HYM2,8.21,8.21,8.21,8.21,0
2003-02-04,BAMLH0A0HYM2,8.28,8.28,8.28,8.28,0
2003-02-05,BAMLH0A0HYM2,8.23,8.23,8.23,8.23,0
2003-02-06,BAMLH0A0HYM2,8.35,8.35,8.35,8.35,0
2003-02-07,BAMLH0A0HYM2,8.39,8.39,8.39,8.39,0
2003-02-10,BAMLH0A0HYM2,8.35,8.35,8.35,8.35,0
2003-02-11,BAMLH0A0HYM2,8.37,8.37,8.37,8.37,0
2003-02-12,BAMLH0A0HYM2,8.5,8.5,8.5,8.5,0
2003-02-13,BAMLH0A0HYM2,8.69,8.69,8.69,8.69,0
2003-02-14,BAMLH0A0HYM2,8.62,8.62,8.62,8.62,0
2003-02-17,BAMLH0A0HYM2,8.58,8.58,8.58,8.58,0
2003-02-18,BAMLH0A0HYM2,8.56,8.56,8.56,8.56,0
2003-02-19,BAMLH0A0HYM2,8.53,8.53,8.53,8.53,0
2003-02-20,BAMLH0A0HYM2,8.51,8.51,8.51,8.51,0
2003-02-21,BAMLH0A0HYM2,8.42,8.42,8.42,8.42,0
2003-02-24,BAMLH0A0HYM2,8.41,8.41,8.41,8.41,0
2003-02-25,BAMLH0A0HYM2,8.45,8.45,8.45,8.45,0
2003-02-26,BAMLH0A0HYM2,8.44,8.44,8.44,8.44,0
2003-02-27,BAMLH0A0HYM2,8.4,8.4,8.4,8.4,0
2003-02-28,BAMLH0A0HYM2,8.38,8.38,8.38,8.38,0
2003-03-03,BAMLH0A0HYM2,8.29,8.29,8.29,8.29,0
2003-03-04,BAMLH0A0HYM2,8.31,8.31,8.31,8.31,0
2003-03-05,BAMLH0A0HYM2,8.33,8.33,8.33,8.33,0
2003-03-06,BAMLH0A0HYM2,8.31,8.31,8.31,8.31,0
2003-03-07,BAMLH0A0HYM2,8.34,8.34,8.34,8.34,0
2003-03-10,BAMLH0A0HYM2,8.38,8.38,8.38,8.38,0
2003-03-11,BAMLH0A0HYM2,8.33,8.33,8.33,8.33,0
2003-03-12,BAMLH0A0HYM2,8.32,8.32,8.32,8.32,0
2003-03-13,BAMLH0A0HYM2,8.16,8.16,8.16,8.16,0
2003-03-14,BAMLH0A0HYM2,8.17,8.17,8.17,8.17,0
2003-03-17,BAMLH0A0HYM2,8.04,8.04,8.04,8.04,0
2003-03-18,BAMLH0A0HYM2,7.91,7.91,7.91,7.91,0
2003-03-19,BAMLH0A0HYM2,7.88,7.88,7.88,7.88,0
2003-03-20,BAMLH0A0HYM2,7.84,7.84,7.84,7.84,0
2003-03-21,BAMLH0A0HYM2,7.69,7.69,7.69,7.69,0
2003-03-24,BAMLH0A0HYM2,7.81,7.81,7.81,7.81,0
2003-03-25,BAMLH0A0HYM2,7.8,7.8,7.8,7.8,0
2003-03-26,BAMLH0A0HYM2,7.78,7.78,7.78,7.78,0
2003-03-27,BAMLH0A0HYM2,7.76,7.76,7.76,7.76,0
2003-03-28,BAMLH0A0HYM2,7.75,7.75,7.75,7.75,0
2003-03-31,BAMLH0A0HYM2,7.72,7.72,7.72,7.72,0
2003-04-01,BAMLH0A0HYM2,7.61,7.61,7.61,7.61,0
2003-04-02,BAMLH0A0HYM2,7.36,7.36,7.36,7.36,0
2003-04-03,BAMLH0A0HYM2,7.31,7.31,7.31,7.31,0
2003-04-04,BAMLH0A0HYM2,7.24,7.24,7.24,7.24,0
2003-04-07,BAMLH0A0HYM2,7.11,7.11,7.11,7.11,0
2003-04-08,BAMLH0A0HYM2,7.21,7.21,7.21,7.21,0
2003-04-09,BAMLH0A0HYM2,7.31,7.31,7.31,7.31,0
2003-04-10,BAMLH0A0HYM2,7.28,7.28,7.28,7.28,0
2003-04-11,BAMLH0A0HYM2,7.21,7.21,7.21,7.21,0
2003-04-14,BAMLH0A0HYM2,7.12,7.12,7.12,7.12,0
2003-04-15,BAMLH0A0HYM2,7.07,7.07,7.07,7.07,0
2003-04-16,BAMLH0A0HYM2,7.05,7.05,7.05,7.05,0
2003-04-17,BAMLH0A0HYM2,6.97,6.97,6.97,6.97,0
2003-04-18,BAMLH0A0HYM2,,,,,0
2003-04-21,BAMLH0A0HYM2,6.92,6.92,6.92,6.92,0
2003-04-22,BAMLH0A0HYM2,6.86,6.86,6.86,6.86,0
2003-04-23,BAMLH0A0HYM2,6.71,6.71,6.71,6.71,0
2003-04-24,BAMLH0A0HYM2,6.69,6.69,6.69,6.69,0
2003-04-25,BAMLH0A0HYM2,6.68,6.68,6.68,6.68,0
2003-04-28,BAMLH0A0HYM2,6.64,6.64,6.64,6.64,0
2003-04-29,BAMLH0A0HYM2,6.55,6.55,6.55,6.55,0
2003-04-30,BAMLH0A0HYM2,6.44,6.44,6.44,6.44,0
2003-05-01,BAMLH0A0HYM2,6.37,6.37,6.37,6.37,0
2003-05-02,BAMLH0A0HYM2,6.26,6.26,6.26,6.26,0
2003-05-05,BAMLH0A0HYM2,6.25,6.25,6.25,6.25,0
2003-05-06,BAMLH0A0HYM2,6.34,6.34,6.34,6.34,0
2003-05-07,BAMLH0A0HYM2,6.46,6.46,6.46,6.46,0
2003-05-08,BAMLH0A0HYM2,6.55,6.55,6.55,6.55,0
2003-05-09,BAMLH0A0HYM2,6.53,6.53,6.53,6.53,0
2003-05-12,BAMLH0A0HYM2,6.53,6.53,6.53,6.53,0
2003-05-13,BAMLH0A0HYM2,6.53,6.53,6.53,6.53,0
2003-05-14,BAMLH0A0HYM2,6.62,6.62,6.62,6.62,0
2003-05-15,BAMLH0A0HYM2,6.55,6.55,6.55,6.55,0
2003-05-16,BAMLH0A0HYM2,6.63,6.63,6.63,6.63,0
2003-05-19,BAMLH0A0HYM2,6.66,6.66,6.66,6.66,0
2003-05-20,BAMLH0A0HYM2,6.77,6.77,6.77,6.77,0
2003-05-21,BAMLH0A0HYM2,6.8,6.8,6.8,6.8,0
2003-05-22,BAMLH0A0HYM2,6.86,6.86,6.86,6.86,0
2003-05-23,BAMLH0A0HYM2,6.87,6.87,6.87,6.87,0
2003-05-26,BAMLH0A0HYM2,6.87,6.87,6.87,6.87,0
2003-05-27,BAMLH0A0HYM2,6.88,6.88,6.88,6.88,0
2003-05-28,BAMLH0A0HYM2,6.89,6.89,6.89,6.89,0
2003-05-29,BAMLH0A0HYM2,6.87,6.87,6.87,6.87,0
2003-05-30,BAMLH0A0HYM2,6.81,6.81,6.81,6.81,0
2003-05-31,BAMLH0A0HYM2,6.79,6.79,6.79,6.79,0
2003-06-02,BAMLH0A0HYM2,6.66,6.66,6.66,6.66,0
2003-06-03,BAMLH0A0HYM2,6.74,6.74,6.74,6.74,0
2003-06-04,BAMLH0A0HYM2,6.7,6.7,6.7,6.7,0
2003-06-05,BAMLH0A0HYM2,6.58,6.58,6.58,6.58,0
2003-06-06,BAMLH0A0HYM2,6.48,6.48,6.48,6.48,0
2003-06-09,BAMLH0A0HYM2,6.51,6.51,6.51,6.51,0
2003-06-10,BAMLH0A0HYM2,6.58,6.58,6.58,6.58,0
2003-06-11,BAMLH0A0HYM2,6.5,6.5,6.5,6.5,0
2003-06-12,BAMLH0A0HYM2,6.48,6.48,6.48,6.48,0
2003-06-13,BAMLH0A0HYM2,6.46,6.46,6.46,6.46,0
2003-06-16,BAMLH0A0HYM2,6.31,6.31,6.31,6.31,0
2003-06-17,BAMLH0A0HYM2,6.14,6.14,6.14,6.14,0
2003-06-18,BAMLH0A0HYM2,6.04,6.04,6.04,6.04,0
2003-06-19,BAMLH0A0HYM2,6.09,6.09,6.09,6.09,0
2003-06-20,BAMLH0A0HYM2,6.07,6.07,6.07,6.07,0
2003-06-23,BAMLH0A0HYM2,6.21,6.21,6.21,6.21,0
2003-06-24,BAMLH0A0HYM2,6.29,6.29,6.29,6.29,0
2003-06-25,BAMLH0A0HYM2,6.15,6.15,6.15,6.15,0
2003-06-26,BAMLH0A0HYM2,6.03,6.03,6.03,6.03,0
2003-06-27,BAMLH0A0HYM2,6.03,6.03,6.03,6.03,0
2003-06-30,BAMLH0A0HYM2,6.13,6.13,6.13,6.13,0
2003-07-01,BAMLH0A0HYM2,6.15,6.15,6.15,6.15,0
2003-07-02,BAMLH0A0HYM2,6.18,6.18,6.18,6.18,0
2003-07-03,BAMLH0A0HYM2,6.11,6.11,6.11,6.11,0
2003-07-04,BAMLH0A0HYM2,6.11,6.11,6.11,6.11,0
2003-07-07,BAMLH0A0HYM2,6.05,6.05,6.05,6.05,0
2003-07-08,BAMLH0A0HYM2,5.97,5.97,5.97,5.97,0
2003-07-09,BAMLH0A0HYM2,5.97,5.97,5.97,5.97,0
2003-07-10,BAMLH0A0HYM2,6.0,6.0,6.0,6.0,0
2003-07-11,BAMLH0A0HYM2,6.05,6.05,6.05,6.05,0
2003-07-14,BAMLH0A0HYM2,5.94,5.94,5.94,5.94,0
2003-07-15,BAMLH0A0HYM2,5.73,5.73,5.73,5.73,0
2003-07-16,BAMLH0A0HYM2,5.76,5.76,5.76,5.76,0
2003-07-17,BAMLH0A0HYM2,5.75,5.75,5.75,5.75,0
2003-07-18,BAMLH0A0HYM2,5.76,5.76,5.76,5.76,0
2003-07-21,BAMLH0A0HYM2,5.59,5.59,5.59,5.59,0
2003-07-22,BAMLH0A0HYM2,5.66,5.66,5.66,5.66,0
2003-07-23,BAMLH0A0HYM2,5.72,5.72,5.72,5.72,0
2003-07-24,BAMLH0A0HYM2,5.7,5.7,5.7,5.7,0
2003-07-25,BAMLH0A0HYM2,5.73,5.73,5.73,5.73,0
2003-07-28,BAMLH0A0HYM2,5.65,5.65,5.65,5.65,0
2003-07-29,BAMLH0A0HYM2,5.63,5.63,5.63,5.63,0
2003-07-30,BAMLH0A0HYM2,5.83,5.83,5.83,5.83,0
2003-07-31,BAMLH0A0HYM2,5.67,5.67,5.67,5.67,0
2003-08-01,BAMLH0A0HYM2,5.77,5.77,5.77,5.77,0
2003-08-04,BAMLH0A0HYM2,5.84,5.84,5.84,5.84,0
2003-08-05,BAMLH0A0HYM2,5.8,5.8,5.8,5.8,0
2003-08-06,BAMLH0A0HYM2,6.06,6.06,6.06,6.06,0
2003-08-07,BAMLH0A0HYM2,6.15,6.15,6.15,6.15,0
2003-08-08,BAMLH0A0HYM2,6.13,6.13,6.13,6.13,0
2003-08-11,BAMLH0A0HYM2,6.08,6.08,6.08,6.08,0
2003-08-12,BAMLH0A0HYM2,6.13,6.13,6.13,6.13,0
2003-08-13,BAMLH0A0HYM2,5.99,5.99,5.99,5.99,0
2003-08-14,BAMLH0A0HYM2,6.06,6.06,6.06,6.06,0
2003-08-15,BAMLH0A0HYM2,6.07,6.07,6.07,6.07,0
2003-08-18,BAMLH0A0HYM2,6.05,6.05,6.05,6.05,0
2003-08-19,BAMLH0A0HYM2,5.98,5.98,5.98,5.98,0
2003-08-20,BAMLH0A0HYM2,5.81,5.81,5.81,5.81,0
2003-08-21,BAMLH0A0HYM2,5.61,5.61,5.61,5.61,0
2003-08-22,BAMLH0A0HYM2,5.62,5.62,5.62,5.62,0
2003-08-25,BAMLH0A0HYM2,5.53,5.53,5.53,5.53,0
2003-08-26,BAMLH0A0HYM2,5.55,5.55,5.55,5.55,0
2003-08-27,BAMLH0A0HYM2,5.45,5.45,5.45,5.45,0
2003-08-28,BAMLH0A0HYM2,5.5,5.5,5.5,5.5,0
2003-08-29,BAMLH0A0HYM2,5.43,5.43,5.43,5.43,0
2003-08-31,BAMLH0A0HYM2,5.46,5.46,5.46,5.46,0
2003-09-01,BAMLH0A0HYM2,5.46,5.46,5.46,5.46,0
2003-09-02,BAMLH0A0HYM2,5.19,5.19,5.19,5.19,0
2003-09-03,BAMLH0A0HYM2,5.16,5.16,5.16,5.16,0
2003-09-04,BAMLH0A0HYM2,5.25,5.25,5.25,5.25,0
2003-09-05,BAMLH0A0HYM2,5.42,5.42,5.42,5.42,0
2003-09-08,BAMLH0A0HYM2,5.35,5.35,5.35,5.35,0
2003-09-09,BAMLH0A0HYM2,5.34,5.34,5.34,5.34,0
2003-09-10,BAMLH0A0HYM2,5.42,5.42,5.42,5.42,0
2003-09-11,BAMLH0A0HYM2,5.36,5.36,5.36,5.36,0
2003-09-12,BAMLH0A0HYM2,5.42,5.42,5.42,5.42,0
2003-09-15,BAMLH0A0HYM2,5.43,5.43,5.43,5.43,0
2003-09-16,BAMLH0A0HYM2,5.39,5.39,5.39,5.39,0
2003-09-17,BAMLH0A0HYM2,5.41,5.41,5.41,5.41,0
2003-09-18,BAMLH0A0HYM2,5.32,5.32,5.32,5.32,0
2003-09-19,BAMLH0A0HYM2,5.26,5.26,5.26,5.26,0
2003-09-22,BAMLH0A0HYM2,5.28,5.28,5.28,5.28,0
2003-09-23,BAMLH0A0HYM2,5.34,5.34,5.34,5.34,0
2003-09-24,BAMLH0A0HYM2,5.36,5.36,5.36,5.36,0
2003-09-25,BAMLH0A0HYM2,5.37,5.37,5.37,5.37,0
2003-09-26,BAMLH0A0HYM2,5.45,5.45,5.45,5.45,0
2003-09-29,BAMLH0A0HYM2,5.4,5.4,5.4,5.4,0
2003-09-30,BAMLH0A0HYM2,5.51,5.51,5.51,5.51,0
2003-10-01,BAMLH0A0HYM2,5.46,5.46,5.46,5.46,0
2003-10-02,BAMLH0A0HYM2,5.36,5.36,5.36,5.36,0
2003-10-03,BAMLH0A0HYM2,5.18,5.18,5.18,5.18,0
2003-10-06,BAMLH0A0HYM2,5.25,5.25,5.25,5.25,0
2003-10-07,BAMLH0A0HYM2,5.13,5.13,5.13,5.13,0
2003-10-08,BAMLH0A0HYM2,5.1,5.1,5.1,5.1,0
2003-10-09,BAMLH0A0HYM2,5.02,5.02,5.02,5.02,0
